CustomerID,Country,City,State,PostalCode,Region,AddressID,OrderID,Sales,Discount,Profit,BillingID,CustomerID,CustomerName,Segment,OrderID,OrderDate,CustomerID,ProductID,Quantity,ProductID,ProductName,CataloguePrice,SupplierPrice,Category,SubCategory,OrderID,ShipDate,ShipMode,AddressID,ShipmentID
LW-16825,United States,Deltona,Florida,32725.0,South,AD000622,US-2014-111171,869,0.8,-1477,B000622,TB-21250,Tim Brockman,Consumer,CA-2015-138009,2015-11-29,SF-20965,OFF-AP-10000179,5.0,OFF-AR-10004062,Staples in misc. colors,1310.0,786.0,Office Supplies,Art,US-2017-153948,2017-11-06,Same Day,AD000091,SH000622
MC-17575,United States,Cincinnati,Ohio,45231.0,East,AD000623,CA-2015-138009,30195,0.0,8756,B000623,JM-15865,John Murray,Consumer,CA-2015-138009,2015-11-29,SF-20965,OFF-ST-10001272,4.0,OFF-AR-10004078,Newell 312,526.0,511.0,Office Supplies,Art,CA-2017-121160,2017-11-04,Same Day,AD000091,SH000623
LP-17095,United States,Murray,Kentucky,42071.0,South,AD000624,CA-2015-138009,55521,0.1,17890,B000624,SC-20575,Sonia Cooley,Consumer,CA-2015-138009,2015-11-29,SF-20965,OFF-AR-10004042,9.0,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",237.0,159.0,Office Supplies,Art,CA-2016-114867,2016-12-28,Standard Class,AD000091,SH000624
EB-14170,United States,Wilmington,North Carolina,28403.0,South,AD000625,CA-2015-138009,52348,0.0,13087,B000625,LS-17200,Luke Schmidt,Corporate,CA-2017-163020,2017-09-15,MO-17800,FUR-FU-10000221,7.0,OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,3325.0,1870.0,Office Supplies,Art,CA-2016-157000,2016-07-22,Standard Class,AD000092,SH000625
GZ-14545,United States,Lawrence,Massachusetts,1841.0,East,AD000626,CA-2015-138009,16182,0.0,4692,B000626,RR-19315,Ralph Ritter,Consumer,CA-2017-153787,2017-05-19,AT-10735,OFF-AP-10001563,2.0,OFF-AR-10004269,Newell 31,528.0,297.0,Office Supplies,Art,CA-2017-109701,2017-12-03,Same Day,AD000092,SH000626
LE-16810,United States,Chicago,Illinois,60653.0,Central,AD000627,CA-2017-163020,3556,0.0,1209,B000627,DB-12910,Daniel Byrd,Home Office,CA-2017-133431,2017-12-17,LC-17140,OFF-BI-10000605,5.0,OFF-AR-10004272,Newell 308,210.0,126.0,Office Supplies,Art,CA-2014-132542,2014-10-08,Second Class,AD000092,SH000627
AD-10180,United States,Philadelphia,Pennsylvania,19120.0,East,AD000628,CA-2017-153787,9716,0.0,2817,B000628,TT-21220,Thomas Thornton,Consumer,CA-2017-133431,2017-12-17,LC-17140,OFF-PA-10002615,3.0,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,1522.0,875.0,Office Supplies,Art,US-2015-107944,2015-03-25,First Class,AD000092,SH000628
CP-12085,United States,Norwich,Connecticut,6360.0,East,AD000629,CA-2017-133431,1524,0.2,514,B000629,LO-17170,Lori Olson,Corporate,US-2016-135720,2016-12-11,FM-14380,OFF-ST-10001963,3.0,OFF-AR-10004441,BIC Brite Liner Highlighters,422.0,300.0,Office Supplies,Art,CA-2017-161340,2017-06-01,Standard Class,AD000092,SH000629
FG-14260,United States,San Francisco,California,94110.0,West,AD000630,CA-2017-133431,1323,0.0,608,B000630,KD-16615,Ken Dana,Corporate,US-2016-135720,2016-12-11,FM-14380,TEC-AC-10001267,5.0,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,1888.0,1039.0,Office Supplies,Art,CA-2015-102281,2015-10-14,First Class,AD000093,SH000630
LD-17005,United States,San Francisco,California,94109.0,West,AD000631,US-2016-135720,24338,0.2,-5171,B000631,NB-18580,Nicole Brennan,Corporate,US-2016-135720,2016-12-11,FM-14380,TEC-PH-10002103,4.0,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",560.0,295.0,Office Supplies,Art,CA-2015-147851,2015-12-08,Standard Class,AD000093,SH000631
AB-10255,United States,Lorain,Ohio,44052.0,East,AD000632,US-2016-135720,11980,0.2,2995,B000632,BD-11635,Brian Derr,Consumer,CA-2017-144694,2017-09-24,BD-11605,TEC-AC-10002857,3.0,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,237.0,90.0,Office Supplies,Art,CA-2014-147914,2014-06-09,Standard Class,AD000093,SH000632
MN-17935,United States,Dallas,Texas,75220.0,Central,AD000633,US-2016-135720,30076,0.2,3007,B000633,CM-12235,Chris McAfee,Consumer,CA-2017-144694,2017-09-24,BD-11605,OFF-LA-10003930,3.0,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",2577.0,1388.0,Office Supplies,Art,CA-2014-145926,2014-11-21,Standard Class,AD000093,SH000633
HP-14815,United States,Los Angeles,California,90049.0,West,AD000634,CA-2017-144694,1788,0.2,245,B000634,EN-13780,Edward Nazzal,Consumer,CA-2015-168004,2015-10-04,DJ-13420,FUR-CH-10001482,3.0,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,2942.0,1655.0,Office Supplies,Art,CA-2014-162089,2014-04-01,First Class,AD000093,SH000634
JR-15670,United States,Middletown,Connecticut,6457.0,East,AD000635,CA-2017-144694,23594,0.2,8552,B000635,KN-16450,Kean Nguyen,Corporate,US-2016-123470,2016-08-15,ME-17725,OFF-BI-10001989,3.0,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,2559.0,1470.0,Office Supplies,Art,CA-2016-141887,2016-01-15,Standard Class,AD000093,SH000635
JF-15190,United States,Los Angeles,California,90008.0,West,AD000636,CA-2015-168004,39294,0.0,4322,B000636,BO-11350,Bill Overfelt,Corporate,US-2016-123470,2016-08-15,ME-17725,OFF-AP-10003287,3.0,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",431.0,387.0,Office Supplies,Art,CA-2015-103772,2015-07-02,Standard Class,AD000093,SH000636
CM-12115,United States,New York City,New York,10011.0,East,AD000637,US-2016-123470,1888,0.7,-1384,B000637,AG-10300,Aleksandra Gannaway,Corporate,CA-2016-115917,2016-05-20,RB-19465,FUR-FU-10000576,5.0,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,2693.0,1582.0,Office Supplies,Art,CA-2015-131457,2015-11-06,Standard Class,AD000094,SH000637
AS-10045,United States,Jacksonville,North Carolina,28540.0,South,AD000638,US-2016-123470,12232,0.2,1223,B000638,MC-17635,Matthew Clasen,Corporate,CA-2016-115917,2016-05-20,RB-19465,OFF-BI-10004728,4.0,OFF-AR-10004707,Staples in misc. colors,334.0,161.0,Office Supplies,Art,CA-2015-125178,2015-10-09,Standard Class,AD000094,SH000638
KB-16315,United States,Freeport,New York,11520.0,East,AD000639,CA-2016-115917,104920,0.0,27279,B000639,TA-21385,Tom Ashbrook,Home Office,CA-2016-147067,2016-12-18,JD-16150,FUR-FU-10000732,3.0,OFF-AR-10004752,Blackstonian Pencils,341.0,192.0,Office Supplies,Art,CA-2016-169922,2016-06-17,Standard Class,AD000094,SH000639
BN-11515,United States,Lakeville,Minnesota,55044.0,Central,AD000640,CA-2016-115917,1542,0.2,501,B000640,JF-15295,Jason Fortune-,Consumer,CA-2017-167913,2017-07-30,JL-15835,OFF-ST-10000585,2.0,OFF-AR-10004757,Crayola Colored Pencils,305.0,274.0,Office Supplies,Art,US-2014-128685,2014-04-05,First Class,AD000094,SH000640
BP-11290,United States,Evanston,Illinois,60201.0,Central,AD000641,CA-2016-147067,1884,0.0,602,B000641,TT-21265,Tim Taslimi,Corporate,CA-2017-167913,2017-07-30,JL-15835,OFF-LA-10002787,7.0,OFF-AR-10004790,Staples in misc. colors,1019.0,1122.0,Office Supplies,Art,CA-2017-136511,2017-03-25,Second Class,AD000094,SH000641
AS-10045,United States,Arlington,Virginia,22204.0,South,AD000642,CA-2017-167913,33040,0.0,8590,B000642,SB-20170,Sarah Bern,Consumer,CA-2017-106103,2017-06-10,SC-20305,TEC-AC-10003832,4.0,OFF-AR-10004817,Colorific Watercolor Pencils,665.0,366.0,Office Supplies,Art,CA-2014-128524,2014-11-13,First Class,AD000094,SH000642
LW-16990,United States,San Francisco,California,94109.0,West,AD000643,CA-2017-167913,2625,0.0,1260,B000643,CL-12700,Craig Leslie,Home Office,US-2017-127719,2017-07-21,TW-21025,OFF-PA-10001934,1.0,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,891.0,448.0,Office Supplies,Art,CA-2014-140004,2014-03-25,Standard Class,AD000095,SH000643
DC-12850,United States,Houston,Texas,77036.0,Central,AD000644,CA-2017-106103,13252,0.0,5433,B000644,HG-15025,Hunter Glantz,Consumer,CA-2017-126221,2017-12-30,CC-12430,OFF-AP-10002457,2.0,OFF-AR-10004956,Newell 33,497.0,495.0,Office Supplies,Art,CA-2015-146563,2015-08-28,Standard Class,AD000095,SH000644
ND-18370,United States,Louisville,Kentucky,40214.0,South,AD000645,US-2017-127719,648,0.0,317,B000645,NL-18310,Nancy Lomonaco,Home Office,CA-2016-103947,2016-04-01,BB-10990,OFF-FA-10003112,5.0,OFF-AR-10004974,Newell 342,423.0,232.0,Office Supplies,Art,CA-2017-100160,2017-09-11,Standard Class,AD000095,SH000645
LB-16735,United States,Fort Worth,Texas,76106.0,Central,AD000646,CA-2017-126221,20930,0.0,5651,B000646,RR-19525,Rick Reed,Corporate,CA-2016-103947,2016-04-01,BB-10990,OFF-AP-10002350,2.0,OFF-AR-10004999,Newell 315,747.0,448.0,Office Supplies,Art,CA-2017-144484,2017-09-11,Same Day,AD000095,SH000646
KT-16465,United States,Los Angeles,California,90049.0,West,AD000647,CA-2016-103947,3156,0.2,986,B000647,TC-21295,Toby Carlisle,Consumer,CA-2016-160745,2016-12-11,AR-10825,FUR-FU-10001935,4.0,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,1169.0,722.0,Office Supplies,Binders,CA-2014-130869,2014-11-21,Standard Class,AD000095,SH000647
HM-14860,United States,Philadelphia,Pennsylvania,19120.0,East,AD000648,CA-2016-103947,3014,0.2,301,B000648,SV-20785,Stewart Visinsky,Consumer,CA-2016-160745,2016-12-11,AR-10825,TEC-PH-10003273,3.0,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",566.0,360.0,Office Supplies,Binders,CA-2017-131282,2017-02-08,Second Class,AD000095,SH000648
AB-10600,United States,Tucson,Arizona,85705.0,West,AD000649,CA-2016-160745,1480,0.0,606,B000649,BE-11410,Bobby Elias,Consumer,CA-2016-160745,2016-12-11,AR-10825,TEC-AC-10001142,4.0,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",782.0,483.0,Office Supplies,Binders,CA-2015-121188,2015-09-04,Standard Class,AD000095,SH000649
SZ-20035,United States,Pico Rivera,California,90660.0,West,AD000650,CA-2016-160745,30237,0.2,2267,B000650,SC-20680,Steve Carroll,Home Office,CA-2016-132661,2016-10-23,SR-20740,OFF-PA-10000482,10.0,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",1593.0,1013.0,Office Supplies,Binders,US-2017-102904,2017-11-20,Standard Class,AD000095,SH000650
JR-15670,United States,Colorado Springs,Colorado,80906.0,West,AD000651,CA-2016-160745,31600,0.0,3160,B000651,DF-13135,David Flashing,Consumer,CA-2017-140844,2017-06-19,AR-10405,OFF-PA-10003892,2.0,OFF-BI-10000088,GBC Imprintable Covers,-119.0,2800.0,Office Supplies,Binders,US-2017-152898,2017-09-15,Standard Class,AD000095,SH000651
MG-17890,United States,Clinton,Maryland,20735.0,East,AD000652,CA-2016-132661,37940,0.0,17831,B000652,FH-14350,Fred Harton,Consumer,CA-2017-140844,2017-06-19,AR-10405,TEC-AC-10001101,8.0,OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,885.0,310.0,Office Supplies,Binders,CA-2016-117583,2016-11-30,First Class,AD000095,SH000652
KM-16720,United States,Vallejo,California,94591.0,West,AD000653,CA-2017-140844,9782,0.0,4597,B000653,MS-17530,MaryBeth Skach,Consumer,CA-2016-137239,2016-08-22,CR-12730,OFF-AP-10002439,2.0,OFF-BI-10000138,Acco Translucent Poly Ring Binders,506.0,304.0,Office Supplies,Binders,CA-2017-107720,2017-11-13,Standard Class,AD000096,SH000653
CA-12265,United States,Provo,Utah,84604.0,West,AD000654,CA-2017-140844,10312,0.0,1031,B000654,RH-19555,Ritsa Hightower,Consumer,CA-2016-137239,2016-08-22,CR-12730,OFF-BI-10002827,2.0,OFF-BI-10000145,Zipper Ring Binder Pockets,464.0,159.0,Office Supplies,Binders,CA-2015-105221,2015-11-03,First Class,AD000096,SH000654
VD-21670,United States,Pleasant Grove,Utah,84062.0,West,AD000655,CA-2016-137239,11355,0.2,851,B000655,GA-14515,George Ashbrook,Consumer,CA-2016-137239,2016-08-22,CR-12730,OFF-EN-10002230,2.0,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",627.0,377.0,Office Supplies,Binders,US-2017-101539,2017-03-18,Second Class,AD000096,SH000655
JK-16120,United States,Aurora,Illinois,60505.0,Central,AD000656,CA-2016-137239,331,0.7,-265,B000656,JP-16135,Julie Prescott,Home Office,US-2016-156097,2016-09-19,EH-14125,FUR-CH-10001215,2.0,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-24.0,616.0,Office Supplies,Binders,CA-2016-113516,2016-09-10,Second Class,AD000096,SH000656
PP-18955,United States,Smyrna,Georgia,30080.0,South,AD000657,CA-2016-137239,13428,0.2,4532,B000657,Dp-13240,Dean percer,Home Office,US-2016-156097,2016-09-19,EH-14125,OFF-BI-10004654,2.0,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",132.0,2162.0,Office Supplies,Binders,CA-2017-109778,2017-07-21,Standard Class,AD000096,SH000657
YS-21880,United States,Burlington,North Carolina,27217.0,South,AD000658,US-2016-156097,70137,0.3,-5009,B000658,MO-17950,Michael Oakman,Consumer,CA-2015-146563,2015-08-24,CB-12025,OFF-ST-10001490,7.0,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",1548.0,957.0,Office Supplies,Binders,CA-2014-165806,2014-04-07,Same Day,AD000096,SH000658
CK-12760,United States,Aurora,Illinois,60505.0,Central,AD000659,US-2016-156097,230,0.8,-346,B000659,DL-13330,Denise Leinenbach,Consumer,CA-2015-146563,2015-08-24,CB-12025,OFF-ST-10001511,14.0,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-77.0,1960.0,Office Supplies,Binders,US-2016-150140,2016-04-10,Standard Class,AD000096,SH000659
NC-18340,United States,New York City,New York,10035.0,East,AD000660,CA-2015-146563,99943,0.2,12492,B000660,MH-18025,Michelle Huthwaite,Consumer,CA-2015-146563,2015-08-24,CB-12025,FUR-TA-10001768,5.0,OFF-BI-10000301,GBC Instant Report Kit,970.0,323.0,Office Supplies,Binders,US-2017-124303,2017-07-13,Standard Class,AD000097,SH000660
KM-16375,United States,Salem,Virginia,24153.0,South,AD000661,CA-2015-146563,72408,0.2,-13576,B000661,DR-12940,Daniel Raglin,Home Office,CA-2015-146563,2015-08-24,CB-12025,OFF-BI-10003981,3.0,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-164.0,3882.0,Office Supplies,Binders,CA-2015-111829,2015-03-20,First Class,AD000097,SH000661
GM-14455,United States,Columbus,Ohio,43229.0,East,AD000662,CA-2015-146563,91878,0.3,-11812,B000662,DM-13015,Darrin Martin,Consumer,CA-2016-123666,2016-03-26,SP-20545,OFF-ST-10001522,5.0,OFF-BI-10000315,Poly Designer Cover & Back,155.0,3292.0,Office Supplies,Binders,CA-2017-109750,2017-07-28,Standard Class,AD000097,SH000662
SD-20485,United States,Philadelphia,Pennsylvania,19143.0,East,AD000663,CA-2015-146563,272,0.8,-422,B000663,CA-11965,Carol Adams,Corporate,CA-2016-143308,2016-11-04,RC-19825,OFF-FA-10000621,3.0,OFF-BI-10000320,GBC Plastic Binding Combs,805.0,470.0,Office Supplies,Binders,CA-2015-162047,2015-11-05,First Class,AD000097,SH000663
KD-16270,United States,New York City,New York,10024.0,East,AD000664,CA-2016-123666,45995,0.0,1839,B000664,AC-10660,Anna Chung,Consumer,CA-2017-132682,2017-06-08,TH-21235,OFF-SU-10004231,3.0,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",35.0,868.0,Office Supplies,Binders,CA-2017-121398,2017-12-29,Standard Class,AD000097,SH000664
AB-10105,United States,Phoenix,Arizona,85023.0,West,AD000665,CA-2016-143308,1074,0.0,526,B000665,DM-13345,Denise Monton,Corporate,CA-2017-132682,2017-06-08,TH-21235,OFF-PA-10000474,3.0,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,921.0,569.0,Office Supplies,Binders,CA-2014-169684,2014-10-23,First Class,AD000097,SH000665
SZ-20035,United States,Grand Prairie,Texas,75051.0,Central,AD000666,CA-2017-132682,2376,0.2,207,B000666,VF-21715,Vicky Freymann,Home Office,CA-2017-132682,2017-06-08,TH-21235,TEC-PH-10004042,3.0,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,131.0,2779.0,Office Supplies,Binders,CA-2017-126676,2017-10-01,First Class,AD000097,SH000666
JD-15895,United States,New York City,New York,10035.0,East,AD000667,CA-2017-132682,8505,0.2,2870,B000667,CC-12370,Christopher Conant,Consumer,CA-2014-156314,2014-12-24,RP-19390,FUR-FU-10003096,5.0,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,27.0,958.0,Office Supplies,Binders,CA-2016-104689,2016-12-05,Standard Class,AD000097,SH000667
HA-14905,United States,New York City,New York,10024.0,East,AD000668,CA-2017-132682,38157,0.2,2861,B000668,BF-11275,Beth Fritzler,Corporate,US-2017-106663,2017-06-09,MO-17800,FUR-FU-10002759,3.0,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,7770.0,126830.0,Office Supplies,Binders,CA-2017-105074,2017-06-29,Standard Class,AD000098,SH000668
BT-11305,United States,Costa Mesa,California,92627.0,West,AD000669,CA-2014-156314,3036,0.2,872,B000669,HG-14845,Harry Greene,Consumer,US-2017-106663,2017-06-09,MO-17800,FUR-TA-10000688,1.0,OFF-BI-10000546,Avery Durable Binders,429.0,146.0,Office Supplies,Binders,CA-2014-151708,2014-08-14,Standard Class,AD000098,SH000669
SV-20815,United States,Houston,Texas,77041.0,Central,AD000670,US-2017-106663,2397,0.6,-1438,B000670,BP-11155,Becky Pak,Consumer,US-2017-106663,2017-06-09,MO-17800,OFF-PA-10002377,8.0,OFF-BI-10000591,Avery Binder Labels,420.0,252.0,Office Supplies,Binders,CA-2015-144288,2015-12-31,Standard Class,AD000098,SH000670
RW-19540,United States,Mesa,Arizona,85204.0,West,AD000671,US-2017-106663,10892,0.5,-7189,B000671,EM-14140,Eugene Moren,Home Office,CA-2017-111178,2017-06-15,TD-20995,OFF-AR-10001954,5.0,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",408.0,252.0,Office Supplies,Binders,CA-2017-169124,2017-07-10,Standard Class,AD000098,SH000671
DK-12835,United States,Salinas,California,93905.0,West,AD000672,US-2017-106663,3635,0.2,1136,B000672,MA-17995,Michelle Arnett,Home Office,CA-2017-130351,2017-12-05,RB-19570,OFF-AP-10004532,3.0,OFF-BI-10000632,Satellite Sectional Post Binders,4608.0,2930.0,Office Supplies,Binders,CA-2016-118759,2016-11-17,First Class,AD000098,SH000672
LT-17110,United States,Columbus,Ohio,43229.0,East,AD000673,CA-2017-111178,1955,0.2,171,B000673,AY-10555,Andy Yotov,Corporate,CA-2017-130351,2017-12-05,RB-19570,OFF-PA-10002137,5.0,OFF-BI-10000666,Surelock Post Binders,4584.0,1528.0,Office Supplies,Binders,CA-2017-163125,2017-10-11,Second Class,AD000098,SH000673
IM-15070,United States,Florence,Alabama,35630.0,South,AD000674,CA-2017-130351,6144,0.0,1658,B000674,GB-14575,Giulietta Baptist,Consumer,CA-2017-130351,2017-12-05,RB-19570,TEC-AC-10003832,3.0,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,-41.0,1061.0,Office Supplies,Binders,CA-2015-168529,2015-10-12,Standard Class,AD000098,SH000674
FP-14320,United States,Seattle,Washington,98105.0,West,AD000675,CA-2017-130351,3890,0.0,1750,B000675,JB-16045,Julia Barnett,Home Office,US-2017-119438,2017-03-18,CD-11980,OFF-AP-10000804,3.0,OFF-BI-10000773,Insertable Tab Post Binder Dividers,57.0,1418.0,Office Supplies,Binders,CA-2015-145828,2015-10-07,First Class,AD000098,SH000675
ST-20530,United States,Parma,Ohio,44134.0,East,AD000676,CA-2017-130351,9939,0.0,4074,B000676,MG-17875,Michael Grace,Home Office,US-2017-119438,2017-03-18,CD-11980,TEC-AC-10003614,3.0,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,1235.0,20163.0,Office Supplies,Binders,CA-2017-149944,2017-11-16,Second Class,AD000098,SH000676
JE-15745,United States,Amarillo,Texas,79109.0,Central,AD000677,US-2017-119438,268,0.8,-739,B000677,SR-20425,Sharelle Roach,Home Office,US-2017-119438,2017-03-18,CD-11980,FUR-FU-10003553,3.0,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",581.0,349.0,Office Supplies,Binders,CA-2015-113131,2015-09-24,Same Day,AD000098,SH000677
BD-11320,United States,Providence,Rhode Island,2908.0,East,AD000678,US-2017-119438,2781,0.2,452,B000678,JB-16000,Joy Bell-,Consumer,US-2017-119438,2017-03-18,CD-11980,OFF-BI-10004632,3.0,OFF-BI-10000829,Avery Non-Stick Binders,655.0,242.0,Office Supplies,Binders,CA-2014-133690,2014-08-05,First Class,AD000099,SH000678
MM-17920,United States,San Francisco,California,94110.0,West,AD000679,US-2017-119438,8252,0.6,-4126,B000679,DM-12955,Dario Medina,Corporate,CA-2016-164511,2016-11-19,DJ-13630,OFF-BI-10003305,3.0,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,16.0,475.0,Office Supplies,Binders,CA-2014-103373,2014-05-24,Standard Class,AD000099,SH000679
PW-19030,United States,Richmond,Kentucky,40475.0,South,AD000680,US-2017-119438,18299,0.8,-32023,B000680,TC-21475,Tony Chapman,Home Office,CA-2016-164511,2016-11-19,DJ-13630,OFF-ST-10002583,2.0,OFF-BI-10000848,Angle-D Ring Binders,33.0,985.0,Office Supplies,Binders,CA-2015-126137,2015-10-08,Standard Class,AD000099,SH000680
SC-20440,United States,Aurora,Colorado,80013.0,West,AD000681,CA-2016-164511,1435,0.2,466,B000681,SW-20350,Sean Wendt,Home Office,CA-2016-164511,2016-11-19,DJ-13630,OFF-ST-10004507,4.0,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",2097.0,756.0,Office Supplies,Binders,CA-2017-123778,2017-09-30,Standard Class,AD000099,SH000681
KL-16645,United States,Chicago,Illinois,60623.0,Central,AD000682,CA-2016-164511,6495,0.0,259,B000682,RE-19450,Richard Eichhorn,Consumer,US-2017-168116,2017-11-04,GT-14635,TEC-MA-10004125,4.0,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1776.0,1037.0,Office Supplies,Binders,CA-2017-130631,2018-01-02,Standard Class,AD000099,SH000682
SD-20485,United States,Chicago,Illinois,60653.0,Central,AD000683,CA-2016-164511,6859,0.0,1852,B000683,BF-11215,Benjamin Farhat,Home Office,US-2017-168116,2017-11-04,GT-14635,OFF-AP-10002457,2.0,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,4438.0,1641.0,Office Supplies,Binders,CA-2017-135069,2017-04-14,Standard Class,AD000099,SH000683
TS-21160,United States,Philadelphia,Pennsylvania,19134.0,East,AD000684,US-2017-168116,799998,0.5,-383999,B000684,KB-16405,Katrina Bavinger,Home Office,CA-2014-157784,2014-07-05,MC-17845,TEC-AC-10003911,3.0,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,572.0,353.0,Office Supplies,Binders,CA-2016-156748,2016-12-06,Standard Class,AD000099,SH000684
JB-15400,United States,Los Angeles,California,90008.0,West,AD000685,US-2017-168116,16744,0.2,1465,B000685,JG-15310,Jason Gross,Corporate,CA-2014-157784,2014-07-05,MC-17845,OFF-LA-10001934,2.0,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,1371.0,457.0,Office Supplies,Binders,US-2017-116701,2017-12-21,Second Class,AD000100,SH000685
TS-21085,United States,Phoenix,Arizona,85023.0,West,AD000686,CA-2014-157784,47997,0.0,16318,B000686,EC-14050,Erin Creighton,Consumer,CA-2014-157784,2014-07-05,MC-17845,OFF-PA-10000304,3.0,OFF-BI-10001071,GBC ProClick Punch Binding System,-693.0,16315.0,Office Supplies,Binders,CA-2017-133431,2017-12-21,Standard Class,AD000100,SH000686
MC-17425,United States,Mobile,Alabama,36608.0,South,AD000687,CA-2014-157784,1462,0.0,687,B000687,EB-14110,Eugene Barchas,Consumer,CA-2017-161480,2017-12-25,RA-19285,FUR-BO-10004015,2.0,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",2213.0,818.0,Office Supplies,Binders,CA-2016-130477,2016-04-12,Standard Class,AD000100,SH000687
ME-17320,United States,Columbus,Georgia,31907.0,South,AD000688,CA-2014-157784,1944,0.0,933,B000688,JP-15460,Jennifer Patt,Corporate,US-2014-117135,2014-06-21,NP-18325,FUR-FU-10004071,1.0,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",587.0,343.0,Office Supplies,Binders,CA-2016-137043,2016-12-25,Second Class,AD000100,SH000688
SC-20440,United States,New Bedford,Massachusetts,2740.0,East,AD000689,CA-2017-161480,19198,0.2,479,B000689,CS-11845,Cari Sayre,Corporate,US-2014-117135,2014-06-21,NP-18325,TEC-PH-10002033,1.0,OFF-BI-10001097,Avery Hole Reinforcements,680.0,397.0,Office Supplies,Binders,CA-2015-119907,2015-12-08,Standard Class,AD000100,SH000689
NH-18610,United States,Irving,Texas,75061.0,Central,AD000690,US-2014-117135,10401,0.0,1456,B000690,GH-14410,Gary Hansen,Home Office,US-2014-117135,2014-06-21,NP-18325,OFF-ST-10002444,3.0,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,2333.0,1363.0,Office Supplies,Binders,CA-2014-102869,2014-09-14,Second Class,AD000100,SH000690
AA-10480,United States,Middletown,Connecticut,6457.0,East,AD000691,US-2014-117135,28482,0.0,7405,B000691,PT-19090,Pete Takahito,Consumer,CA-2015-131534,2015-03-28,AB-10165,TEC-AC-10002253,1.0,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",1551.0,959.0,Office Supplies,Binders,CA-2017-169439,2017-09-13,Standard Class,AD000100,SH000691
LC-17140,United States,Seattle,Washington,98103.0,West,AD000692,US-2014-117135,3684,0.0,1031,B000692,JL-15130,Jack Lebron,Consumer,CA-2015-131534,2015-03-28,AB-10165,OFF-PA-10000743,5.0,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",571.0,343.0,Office Supplies,Binders,CA-2016-101693,2016-06-27,Second Class,AD000100,SH000692
